age,gender,country,mascu_sec,working,gnorm_executives,gnorm_nurses,competitiveness,risk_tolerance,depression_score,cgi,male,rand
36,Female,Brazil,,0,Agree,Agree,8,1,3.5,0,0,.72632766
27,Female,Brazil,0,1,Strongly agree,Agree,8,7,2,0,0,.6316877
55,Female,Chile,,0,Strongly agree,Strongly agree,10,7,3.75,0,0,.79196757
34,Male,Chile,0,1,Agree,Agree,8,8,1.25,8,1,.64912671
53,Male,Mexico,0,1,Agree,Agree,10,8,1.5,7,1,.63254619
28,Female,Argentina,0,1,Strongly agree,Strongly agree,9,7,3.5,3,0,.60124958
25,Female,Chile,,0,Strongly agree,Strongly agree,8,7,2.5,2,0,.95934314
33,Female,Chile,,0,Strongly agree,Strongly agree,5,6,1.5,0,0,.95994806
34,Female,Argentina,0,1,Strongly agree,Strongly agree,4,1,4.25,6,0,.65027827
32,Female,Argentina,0,1,Strongly agree,,4,7,1,0,0,.60588086
35,Female,Mexico,,0,Agree,Agree,10,7,3.75,0,0,.81172788
30,Female,Argentina,,0,Agree,Agree,3,7,1.5,5,0,.6927557
42,Female,Brazil,,1,Strongly agree,Strongly agree,8,5,1.75,0,0,.7244615
39,Female,Argentina,0,1,Strongly agree,Agree,8,7,3.25,0,0,.84885937
28,Male,Chile,0,1,Strongly agree,Disagree,1,9,1.5,7,1,.55792916
62,Female,Argentina,0,1,Strongly agree,Agree,10,5,1.5,0,0,.60280347
63,Female,Argentina,,0,Agree,Agree,3,6,2.75,5,0,.73153335
46,Female,Mexico,0,1,Strongly agree,Strongly agree,8,6,2,3,0,.55978012
56,Male,Argentina,0,1,Strongly agree,Strongly agree,7,6,1.5,8,1,.81741768
58,Male,Mexico,1,1,Strongly agree,Strongly agree,8,10,4,5,1,.90437233
21,Male,Brazil,1,1,Disagree,Agree,8,8,2.5,8,1,.71779031
22,Male,Chile,0,1,Agree,Strongly agree,8,6,2.75,10,1,.95201302
29,Male,Chile,,0,Strongly agree,Strongly agree,8,8,2.75,8,1,.69480079
49,Female,Argentina,0,1,Agree,Agree,8,7,1.75,5,0,.98971951
35,Female,Argentina,,0,Strongly agree,Strongly agree,7,10,5,3,0,.68728518
56,Female,Chile,,0,Strongly agree,Strongly agree,7,1,5,0,0,.73724687
49,Female,Brazil,0,1,Strongly agree,Strongly agree,7,6,2.5,2,0,.76390487
42,Male,Argentina,0,1,Strongly agree,Agree,10,10,4.5,10,1,.66204345
20,Female,Brazil,,0,Strongly agree,Strongly agree,10,4,5,7,0,.67593759
33,Female,Argentina,0,1,Strongly agree,Strongly agree,10,1,4,2,0,.52121216
37,Female,Argentina,0,1,Agree,Strongly agree,6,8,1.5,2,0,.97340131
36,Female,Brazil,0,1,Strongly agree,Strongly agree,6,1,2.75,0,0,.71078783
63,Male,Chile,,0,Strongly agree,Strongly agree,5,5,1.75,8,1,.81400251
52,Female,Argentina,,0,Agree,Agree,2,10,1,0,0,.93230981
36,Female,Argentina,1,1,Strongly agree,Agree,6,6,2,3,0,.8356998
49,Male,Mexico,1,1,Agree,Agree,9,9,1.5,8,1,.51650441
60,Female,Argentina,,1,Strongly agree,Strongly agree,7,7,1,0,0,.70237285
53,Female,Chile,,0,Strongly agree,Agree,1,5,1.25,1,0,.92389292
51,Female,Mexico,0,1,Agree,Strongly agree,10,10,2,2,0,.68384671
59,Male,Argentina,0,1,Strongly agree,Strongly agree,5,5,1.5,10,1,.9726969
56,Male,Argentina,0,1,Strongly agree,Strongly agree,10,10,1,10,1,.85268062
18,Male,Chile,,1,Disagree,,4,10,2.5,10,1,.92817789
46,Male,Mexico,0,1,Strongly agree,Strongly agree,9,7,1.75,10,1,.55860347
42,Female,Chile,0,1,Agree,Strongly agree,10,8,1.5,1,0,.7318567
50,Female,Chile,,0,Strongly agree,Strongly agree,6,5,3.25,0,0,.96329945
23,Male,Chile,1,1,Agree,Strongly agree,6,4,2,6,1,.53686106
41,Female,Poland,0,1,Strongly agree,Strongly agree,6,7,4.25,3,0,.90366447
35,Female,Chile,,0,Strongly agree,Agree,5,5,4,0,0,.84853512
60,Male,Argentina,0,1,Strongly agree,Agree,7,6,3.5,8,1,.62271833
58,Male,Chile,1,1,Strongly agree,Strongly agree,9,9,1,9,1,.58710915
48,Male,Turkey,0,1,Strongly agree,Strongly agree,7,6,3.25,10,1,.6171577
37,Male,Turkey,0,1,Strongly agree,Agree,5,5,4.25,7,1,.67124301
44,Male,Turkey,,0,Strongly agree,Strongly agree,10,10,1.75,10,1,.58952987
24,Female,Turkey,0,1,Disagree,Disagree,8,8,2.5,0,0,.72993422
34,Female,Turkey,0,1,Strongly agree,Agree,9,9,3.5,2,0,.91714507
37,Male,Netherlands,0,1,Strongly agree,Disagree,7,8,1,10,1,.73289818
48,Male,Turkey,1,1,Strongly disagree,Disagree,5,7,1.75,10,1,.635759
39,Female,Chile,,1,Strongly agree,Strongly agree,10,10,1.75,0,0,.53790581
53,Female,Poland,0,1,Strongly agree,Agree,1,7,3.5,1,0,.8366732
45,Female,Turkey,0,1,Agree,Agree,6,6,3.25,2,0,.94516289
38,Female,Turkey,0,1,Strongly agree,Strongly agree,7,6,2.25,2,0,.72672635
27,Female,Poland,0,1,Agree,Agree,8,7,2.75,4,0,.77165532
38,Female,Turkey,0,1,Agree,Strongly agree,8,9,4,0,0,.69338924
27,Female,Turkey,,0,Strongly agree,Strongly agree,10,8,2,2,0,.7548874
53,Male,Turkey,1,1,Agree,Agree,5,6,3.75,10,1,.79917431
40,Male,Turkey,1,1,Strongly disagree,Disagree,8,9,3.5,7,1,.90142477
46,Female,Turkey,,0,Strongly agree,Agree,7,8,1.75,0,0,.91832578
38,Male,Turkey,1,1,Agree,Agree,5,6,2.5,7,1,.9452486
47,Male,Turkey,0,1,Agree,Agree,7,7,2,10,1,.60033309
55,Female,Chile,,0,Agree,Strongly agree,0,7,2.25,0,0,.96010858
35,Male,Turkey,0,1,Strongly disagree,Agree,10,7,2,10,1,.56424618
52,Male,Turkey,0,1,Agree,Agree,8,7,3,7,1,.60711437
64,Male,Turkey,,0,Agree,Strongly agree,8,7,4.5,10,1,.65671086
35,Male,Turkey,0,1,Strongly agree,Strongly agree,9,9,2,8,1,.67207015
25,Female,Mexico,0,1,Strongly agree,Strongly agree,10,10,1.75,5,0,.63699704
52,Female,Mexico,0,1,Agree,Agree,9,7,1,0,0,.86744362
60,Female,Portugal,,1,Strongly agree,Strongly agree,8,7,2,1,0,.5887655
41,Male,Turkey,0,1,Agree,Strongly agree,4,3,3.5,9,1,.6633271
25,Female,Portugal,,0,,Strongly agree,6,7,3,5,0,.81727594
55,Male,Chile,0,1,Agree,Strongly agree,8,7,2.75,8,1,.79795247
37,Female,Argentina,0,1,Strongly agree,Agree,7,7,1.75,1,0,.58294839
41,Female,Argentina,0,1,Strongly agree,Strongly agree,10,4,1.75,1,0,.874551
56,Male,Mexico,0,1,,Strongly agree,10,8,1,10,1,.93845296
47,Male,Portugal,0,1,Strongly agree,Agree,9,6,3.5,10,1,.89236629
43,Female,Romania,0,1,Agree,Agree,4,6,2,6,0,.72677171
35,Male,Turkey,0,1,Strongly agree,Strongly agree,5,5,4,9,1,.88988316
29,Female,Turkey,0,1,Strongly agree,Strongly agree,9,7,3.5,0,0,.51608217
57,Male,Norway,1,1,Strongly agree,Strongly agree,10,8,2.75,10,1,.82701766
55,Male,Chile,0,1,Strongly agree,Strongly agree,6,7,2,7,1,.94366401
32,Male,Turkey,0,1,Agree,Agree,8,8,4,9,1,.99095672
36,Female,Mexico,0,1,Strongly agree,Strongly agree,7,3,1.5,2,0,.75785792
43,Female,Turkey,,0,Strongly agree,Strongly disagree,4,1,3.75,3,0,.9595589
40,Female,Turkey,0,1,Agree,Agree,9,7,2.5,1,0,.96039385
43,Male,Romania,0,1,Agree,Agree,7,7,2.5,5,1,.64899331
43,Female,Mexico,0,1,Strongly agree,Strongly agree,10,10,2,1,0,.89390516
49,Female,Turkey,1,1,Strongly agree,Disagree,10,10,4.25,0,0,.73303664
47,Male,Norway,0,1,Strongly agree,Strongly agree,8,7,5,8,1,.8810249
30,Female,Chile,0,1,Strongly agree,Strongly agree,8,9,1.5,3,0,.82636279
33,Female,Turkey,0,1,Strongly agree,Strongly agree,5,7,2.25,2,0,.66702265
55,Female,Poland,1,1,Agree,Agree,4,3,4.25,4,0,.80536985
33,Male,Turkey,1,1,Strongly agree,Disagree,8,3,2.75,8,1,.82367915
54,Male,Turkey,,0,Agree,Agree,5,5,2,7,1,.72833115
28,Female,Turkey,0,1,Strongly agree,Strongly agree,8,7,2.5,0,0,.91219866
40,Female,Argentina,0,1,Agree,Agree,6,8,2.5,0,0,.62016225
35,Male,Turkey,0,1,Strongly agree,Strongly agree,7,6,1,5,1,.92929661
52,Female,Turkey,0,1,Agree,Disagree,7,9,1.25,0,0,.70490712
42,Male,Spain,1,1,Strongly agree,Strongly agree,8,9,1,8,1,.61705452
52,Male,Turkey,1,1,Strongly agree,Strongly agree,7,9,4.75,8,1,.68929821
47,Female,Mexico,0,1,Strongly agree,Agree,10,8,1,3,0,.571428
33,Female,Chile,0,1,Strongly agree,Strongly agree,2,5,4.25,4,0,.8256036
22,Female,Turkey,0,1,Agree,Disagree,10,10,4.25,0,0,.54119891
43,Male,Romania,0,1,Disagree,Agree,8,8,1,8,1,.75169915
51,Male,Mexico,0,1,Agree,Strongly agree,8,8,2.25,10,1,.64934564
63,Male,Norway,,0,Strongly agree,Strongly agree,7,5,2,6,1,.97328341
25,Male,Turkey,0,1,Agree,Agree,9,9,2,8,1,.95530814
40,Male,Turkey,0,1,Strongly agree,Strongly agree,8,8,3,10,1,.83490652
23,Male,Turkey,0,1,Strongly disagree,Strongly disagree,7,8,3,5,1,.91654122
48,Male,Turkey,0,1,Agree,Agree,5,5,4,10,1,.78174108
53,Male,Turkey,,1,Disagree,Agree,8,8,2,9,1,.7859661
59,Female,Mexico,0,1,Strongly agree,Strongly agree,10,6,1.25,5,0,.65420216
36,Male,Spain,0,1,Strongly agree,Strongly agree,1,3,1.75,5,1,.7843104
33,Female,Mexico,,0,Strongly agree,Agree,10,10,2,5,0,.79668194
33,Female,Spain,,0,Strongly agree,Strongly agree,4,5,3,4,0,.83490813
38,Male,Spain,1,1,Strongly agree,Strongly agree,9,9,1,8,1,.92022187
54,Female,Argentina,0,1,Strongly agree,Strongly agree,6,6,2.25,2,0,.55920869
52,Female,Turkey,0,1,Strongly agree,Agree,8,2,2,6,0,.71048135
45,Female,Turkey,,0,Disagree,Agree,8,9,3,0,0,.90754724
30,Female,Turkey,0,1,Strongly agree,Strongly agree,8,8,4,0,0,.5574283
58,Male,Turkey,,1,Agree,Agree,7,6,3,6,1,.99812943
34,Female,Portugal,,0,Disagree,Strongly disagree,10,10,5,0,0,.58858442
55,Male,Poland,1,1,Agree,Agree,5,4,4.25,10,1,.9247629
45,Male,Mexico,0,1,Agree,Strongly agree,8,9,1.75,8,1,.65151429
51,Male,Spain,1,1,Strongly agree,Strongly agree,10,9,2,8,1,.62354809
36,Female,Sweden,,0,Disagree,Agree,7,1,4,3,0,.86939031
40,Female,Sweden,0,1,Strongly agree,Strongly agree,4,6,4.5,4,0,.75671643
30,Male,Sweden,0,1,Strongly agree,Strongly agree,5,6,1.75,7,1,.53196949
24,Female,Turkey,,0,Agree,Agree,5,1,3.25,3,0,.75282323
35,Male,Argentina,1,1,Agree,Agree,3,5,1.75,10,1,.79146248
20,Female,Mexico,0,1,Strongly agree,,7,6,2,2,0,.53278089
55,Male,Netherlands,1,1,Strongly disagree,Strongly agree,6,6,2,8,1,.8975051
38,Male,Chile,0,1,Disagree,Strongly agree,8,8,2,8,1,.6153031
23,Female,Chile,,0,Strongly agree,Strongly agree,6,5,2.25,8,0,.57519436
24,Male,Romania,0,1,Agree,Agree,8,7,3.75,5,1,.74483466
56,Female,Turkey,,0,Strongly agree,Agree,10,7,2.25,2,0,.88528192
55,Male,Mexico,1,1,Strongly agree,Strongly agree,9,7,1,10,1,.69678682
52,Female,Norway,,0,Strongly agree,Strongly agree,10,6,1.25,4,0,.91911602
32,Male,Chile,0,1,Strongly agree,Strongly agree,10,10,1.5,10,1,.51049232
24,Female,Turkey,,0,Agree,Strongly disagree,3,4,3.75,2,0,.62412322
59,Male,Sweden,0,1,Strongly agree,Strongly agree,2,6,1,6,1,.85081673
41,Female,Romania,0,1,Agree,Agree,8,8,1.75,2,0,.97954643
48,Female,Portugal,0,1,Strongly agree,Agree,10,3,5,2,0,.75969529
29,Female,Spain,0,1,Agree,Strongly agree,7,9,3.25,4,0,.96649688
31,Female,Mexico,0,1,Agree,Strongly agree,8,4,1.75,2,0,.79134864
44,Male,Turkey,0,1,Agree,Agree,9,5,1,9,1,.88765955
55,Female,Mexico,,1,Strongly agree,Agree,8,7,1.5,0,0,.54927176
40,Female,Mexico,1,1,Strongly agree,Disagree,3,8,2.75,0,0,.95517772
39,Female,Poland,0,1,Strongly agree,Strongly agree,5,2,1.75,7,0,.87067038
58,Female,Romania,0,1,Strongly agree,Strongly agree,8,2,3,3,0,.54209769
31,Female,Spain,,0,Strongly agree,Strongly agree,8,5,2.75,2,0,.73476571
50,Female,Turkey,1,1,Agree,Disagree,10,8,3.75,2,0,.74995643
38,Female,Mexico,0,1,Strongly agree,Strongly agree,10,7,2.25,4,0,.75744307
35,Male,Chile,,0,Agree,Strongly disagree,6,6,2,5,1,.72774333
59,Male,Portugal,,0,Agree,Agree,8,6,2,9,1,.87663925
58,Male,Portugal,,0,Agree,Strongly agree,8,7,3,7,1,.82697999
37,Female,Netherlands,0,1,Agree,Strongly agree,9,7,1.5,2,0,.98774689
42,Male,Portugal,0,1,Strongly agree,Agree,6,7,2.5,10,1,.68830556
41,Female,Mexico,0,1,Strongly agree,Strongly agree,7,6,2,0,0,.74162358
50,Female,Turkey,0,1,Agree,Agree,5,6,3.5,3,0,.53674108
29,Female,Mexico,0,1,Strongly agree,Agree,9,7,2,0,0,.92342287
41,Male,Turkey,1,1,Agree,Agree,8,6,2,8,1,.50183529
51,Female,Norway,0,1,Strongly disagree,Strongly agree,7,4,3.25,3,0,.55112135
54,Male,Turkey,,0,Agree,Strongly agree,7,7,3.5,10,1,.94833946
59,Male,Poland,0,1,Agree,Agree,7,7,1.75,10,1,.64221424
51,Female,Chile,0,1,Agree,Disagree,6,7,2,2,0,.83963782
64,Female,Mexico,,0,Strongly agree,Strongly agree,8,7,2.5,0,0,.72561473
21,Female,Turkey,,0,Strongly agree,Agree,8,10,4,5,0,.53250968
54,Male,Turkey,,0,Agree,Agree,7,7,1.75,10,1,.55156165
60,Female,Mexico,0,1,Strongly agree,Strongly agree,10,10,2,0,0,.93402255
40,Female,Spain,0,1,Strongly agree,Strongly agree,7,1,2.5,4,0,.52999616
27,Female,Turkey,,0,Strongly agree,Agree,7,9,3,1,0,.55952841
60,Female,Mexico,0,1,Strongly agree,Agree,8,6,2,0,0,.54264635
28,Female,Mexico,0,1,Agree,Strongly agree,8,7,2,3,0,.50976092
39,Female,Netherlands,,0,,Strongly agree,1,5,2,1,0,.68550318
56,Male,Mexico,0,1,Agree,Agree,9,7,2.25,9,1,.79112422
58,Female,Mexico,0,1,Strongly agree,Agree,9,6,2,1,0,.97371256
40,Female,Mexico,,0,Strongly agree,Strongly agree,10,5,1.75,0,0,.96891642
46,Female,Spain,0,1,Agree,Agree,7,7,4,3,0,.89839965
39,Male,Spain,1,1,Strongly agree,Strongly disagree,3,7,1.5,7,1,.82892239
61,Female,Mexico,,0,Strongly agree,Agree,9,4,1.5,2,0,.77937537
39,Female,Netherlands,,0,Strongly agree,Strongly agree,7,6,1.75,3,0,.93701524
49,Male,Portugal,0,1,Agree,Strongly agree,6,5,3.25,7,1,.58174402
34,Female,Mexico,0,1,Strongly agree,Strongly agree,9,10,2.25,1,0,.81664509
60,Female,Mexico,,0,Strongly agree,Strongly agree,8,4,2,0,0,.50148243
32,Female,Netherlands,0,1,Strongly disagree,Strongly disagree,7,6,1.25,3,0,.95049608
36,Female,Poland,,0,Strongly agree,Agree,6,6,3,4,0,.75586206
24,Female,Mexico,,0,Agree,Strongly agree,7,8,2.5,0,0,.76193142
30,Female,Norway,0,1,Strongly agree,Strongly disagree,7,6,2.25,2,0,.92960525
30,Female,Spain,1,1,Strongly agree,Agree,5,4,3.75,3,0,.57615685
32,Female,Mexico,,0,Strongly agree,Strongly agree,6,7,4.25,4,0,.89592516
62,Female,Poland,,0,Agree,Agree,5,5,3.75,0,0,.79129905
58,Male,Mexico,0,1,Strongly agree,Agree,9,8,1,10,1,.77155381
46,Male,Portugal,,0,Strongly agree,Strongly agree,4,8,3.5,8,1,.975357
51,Female,Portugal,,0,Agree,Agree,8,9,2.5,0,0,.69574416
27,Male,Portugal,0,1,Strongly agree,Strongly agree,5,6,2,5,1,.79249167
37,Female,Mexico,,1,Strongly agree,Strongly agree,10,10,4,1,0,.55124581
22,Female,Mexico,0,1,,Strongly agree,0,6,1.5,0,0,.60742593
37,Male,Czech Republic,0,1,Agree,Agree,8,10,5,7,1,.54915756
26,Female,Spain,,0,Strongly agree,Agree,7,5,2,0,0,.82375544
25,Female,Poland,0,1,Strongly agree,Strongly agree,5,3,2,2,0,.7270267
53,Male,Czech Republic,1,1,Strongly agree,Strongly agree,5,5,3.5,8,1,.925493
29,Female,Mexico,,1,Agree,Agree,10,10,2,0,0,.82069021
57,Female,Sweden,1,1,Strongly agree,Strongly agree,2,2,3,5,0,.55241603
26,Male,Spain,0,1,Strongly agree,Strongly agree,10,8,3,10,1,.95510823
30,Female,Mexico,0,1,Strongly agree,Strongly agree,10,10,2.25,2,0,.51630253
46,Male,Portugal,1,1,Strongly agree,Strongly agree,10,10,1.5,9,1,.52811742
58,Female,Netherlands,,0,Strongly agree,Agree,7,7,3.75,3,0,.7400555
33,Female,Sweden,0,1,Disagree,Strongly disagree,8,7,1.75,2,0,.60265815
53,Female,Portugal,,0,Strongly agree,Strongly agree,10,9,1.75,0,0,.60249615
49,Male,Poland,1,1,Agree,Agree,9,6,2.25,8,1,.84903038
51,Male,Netherlands,1,1,Agree,Agree,2,4,1.75,6,1,.90346742
31,Female,Spain,,0,Strongly agree,Strongly agree,8,7,2,5,0,.96720642
59,Male,Czech Republic,,0,Strongly agree,Agree,1,1,3.25,7,1,.76290751
45,Female,Mexico,1,1,Strongly agree,Strongly agree,9,8,3,0,0,.90455687
52,Female,Netherlands,,0,Strongly agree,Strongly agree,3,3,4.25,1,0,.70484626
27,Female,Austria,,0,Strongly agree,Strongly agree,5,3,2,4,0,.70145774
51,Male,Spain,0,1,Strongly agree,Strongly agree,0,3,2.5,7,1,.94686437
41,Female,Norway,0,1,,Strongly agree,8,8,2,2,0,.73483413
27,Male,Mexico,0,1,Strongly agree,Strongly agree,10,5,4,5,1,.82298768
56,Female,Austria,0,1,Agree,Agree,5,5,2,5,0,.73386925
22,Female,Mexico,0,1,Strongly agree,Strongly agree,7,7,3.25,2,0,.97524554
49,Male,Spain,0,1,Strongly agree,,9,7,2,8,1,.99256742
63,Male,Spain,0,1,Agree,Agree,5,6,2.5,8,1,.75431949
46,Female,Spain,0,1,Strongly agree,Strongly agree,8,8,1.5,2,0,.77127999
39,Female,Czech Republic,0,1,Strongly agree,Agree,7,8,2.25,5,0,.88796717
37,Female,Spain,0,1,Strongly agree,Strongly agree,5,5,2.25,2,0,.50820076
47,Female,Portugal,1,1,Strongly agree,Strongly agree,8,7,2,2,0,.96228892
45,Female,Portugal,,0,Strongly agree,Agree,3,1,2.75,2,0,.72275221
53,Female,Poland,,0,Agree,Strongly agree,6,6,2.75,3,0,.61910748
55,Male,Czech Republic,1,1,Agree,Agree,5,5,1,5,1,.97808117
45,Male,Spain,1,1,Strongly agree,Agree,8,8,1.25,7,1,.96343541
53,Female,Netherlands,0,1,,Strongly agree,5,2,3,2,0,.54967266
56,Male,Denmark,0,1,Strongly agree,Strongly agree,8,5,1.25,7,1,.69305396
30,Female,Austria,0,1,Strongly agree,Strongly agree,7,8,2,1,0,.60543829
21,Female,Turkey,0,1,Agree,Strongly agree,10,6,2.25,3,0,.66506213
33,Female,Norway,0,1,Strongly agree,Strongly agree,5,3,3,3,0,.76764822
60,Female,Czech Republic,,0,Strongly agree,Disagree,5,5,3,5,0,.89930505
53,Male,Spain,0,1,Strongly agree,Strongly agree,6,6,2.25,8,1,.56708062
63,Female,Poland,,1,Strongly agree,Strongly agree,8,9,5,5,0,.68535799
26,Female,Czech Republic,,0,Agree,Agree,10,5,2.75,5,0,.63447744
58,Male,Finland,,0,Strongly agree,Strongly agree,0,2,3.75,6,1,.55898523
59,Female,Finland,0,1,Strongly agree,Strongly agree,5,4,2,3,0,.91860825
49,Female,France,0,1,Disagree,Agree,7,3,2.75,2,0,.88512355
39,Female,Germany,0,1,Strongly agree,Agree,7,7,3.5,4,0,.96709573
37,Female,Germany,0,1,Strongly agree,Agree,10,8,1.75,0,0,.78799361
48,Female,Portugal,,0,Strongly agree,Strongly agree,6,10,2.75,5,0,.90438402
52,Female,Germany,0,1,Disagree,Strongly agree,7,3,2.25,0,0,.90486223
45,Male,Germany,0,1,,Strongly agree,7,8,1,8,1,.60681754
43,Female,South Korea,1,1,Strongly agree,Strongly agree,6,4,1.75,2,0,.57469761
31,Male,Finland,1,1,Strongly disagree,Strongly agree,8,7,3.75,8,1,.74208295
62,Male,Germany,0,1,Strongly agree,Strongly agree,7,7,1.25,9,1,.83774769
44,Female,Spain,0,1,Strongly agree,Strongly agree,6,6,2.25,3,0,.89242584
56,Female,Germany,0,1,Strongly agree,Strongly agree,2,6,1.75,5,0,.69973266
64,Female,Netherlands,,0,Strongly agree,Strongly agree,8,6,1.75,2,0,.54866093
29,Male,Poland,0,1,Strongly agree,Strongly agree,1,4,5,6,1,.52079874
26,Male,France,0,1,Strongly agree,Strongly agree,7,5,2.25,7,1,.75239915
51,Female,Finland,0,1,Agree,Agree,8,3,1.75,3,0,.69983578
51,Male,Austria,0,1,Strongly agree,Strongly agree,7,7,1.25,7,1,.61880809
56,Female,Romania,1,1,Strongly agree,Agree,10,10,2,3,0,.8360545
42,Female,France,0,1,Strongly agree,Strongly agree,3,1,2.5,3,0,.92811084
35,Female,Sweden,0,1,Strongly agree,Strongly agree,6,5,4,6,0,.78753197
56,Female,Finland,0,1,Strongly agree,Strongly agree,5,7,3.25,2,0,.58994669
58,Male,France,1,1,Strongly agree,Strongly agree,8,6,1.75,7,1,.52796531
32,Female,Sweden,,1,Strongly agree,Agree,2,5,2.5,2,0,.59862995
51,Female,Finland,0,1,Strongly agree,Strongly agree,6,7,2.25,1,0,.54391235
37,Female,Austria,0,1,Agree,Strongly agree,6,5,2,3,0,.65308088
39,Male,Poland,0,1,Agree,Disagree,7,3,2.75,8,1,.93769515
49,Female,Poland,,0,Strongly agree,Strongly disagree,0,10,3.5,7,0,.65349495
64,Female,Spain,,1,Strongly agree,Strongly agree,10,6,1.5,0,0,.70398915
40,Male,Poland,0,1,Agree,Agree,5,3,3.75,6,1,.67069185
52,Male,Germany,0,1,Strongly agree,Strongly agree,8,6,1,7,1,.60388696
62,Female,Austria,0,1,Agree,Strongly agree,9,4,1.5,0,0,.55065745
64,Female,Finland,0,1,Strongly agree,Strongly agree,0,8,2.5,1,0,.9818176
56,Female,Netherlands,0,1,Disagree,Agree,7,7,2.5,2,0,.51823717
64,Female,France,1,1,Strongly agree,Agree,8,8,1.5,0,0,.6973961
33,Female,Denmark,,0,Strongly agree,Strongly agree,6,8,3.75,6,0,.94050288
64,Male,Portugal,0,1,Disagree,Strongly agree,8,9,1.5,8,1,.7384783
60,Female,France,0,1,Disagree,Agree,7,8,1.5,2,0,.77707613
57,Female,Netherlands,,0,Strongly agree,Agree,7,3,1.25,2,0,.68899494
64,Male,Portugal,,0,,,5,1,2,10,1,.69217408
53,Female,Netherlands,1,1,Strongly agree,Strongly agree,2,6,1.25,4,0,.68893856
44,Female,Denmark,0,1,Strongly agree,Strongly agree,9,6,2.5,3,0,.69699138
49,Female,France,0,1,Strongly agree,Strongly disagree,6,7,3,2,0,.73387867
64,Female,Norway,,0,Strongly agree,Strongly agree,6,6,3.5,3,0,.82705414
63,Female,Finland,0,1,Strongly agree,Strongly disagree,9,8,2.5,1,0,.94347936
49,Female,Germany,0,1,Strongly agree,Strongly agree,10,5,4,2,0,.8489337
48,Male,Netherlands,,0,Agree,Agree,3,2,1.25,8,1,.50865412
32,Male,Norway,1,1,Agree,Agree,8,8,1.75,8,1,.6443941
52,Male,Norway,0,1,Agree,Agree,7,7,1.5,6,1,.50340664
48,Male,Norway,0,1,Strongly agree,Strongly agree,1,3,2.25,4,1,.74004453
47,Male,France,0,1,Strongly agree,Strongly agree,10,7,2,5,1,.69804281
25,Female,Germany,0,1,Strongly agree,Strongly agree,4,3,3.75,3,0,.90576655
38,Male,Finland,,0,Strongly agree,Strongly agree,5,7,4,7,1,.71976042
36,Female,Norway,0,1,Strongly agree,Strongly agree,4,4,1.5,2,0,.87479466
47,Female,Sweden,0,1,Strongly agree,Strongly agree,8,3,2.25,2,0,.80833459
45,Male,Portugal,1,1,Strongly agree,Strongly agree,7,8,2,10,1,.81906873
60,Male,Austria,,0,Disagree,Agree,9,5,1.5,9,1,.64999777
60,Female,France,,0,Strongly agree,Strongly agree,5,5,1.75,3,0,.65195006
18,Male,UK,0,1,Disagree,Disagree,10,8,2,8,1,.77328873
32,Male,UK,1,1,Disagree,Disagree,10,10,3.5,10,1,.643206
63,Female,Austria,,0,Strongly agree,Strongly agree,5,5,2.25,2,0,.92104524
60,Male,Portugal,0,1,Strongly agree,Agree,9,9,3,8,1,.87866968
26,Female,UK,0,1,Strongly agree,Strongly agree,10,10,2,0,0,.9166019
63,Male,Romania,,0,Agree,Disagree,7,7,2.25,8,1,.94873059
56,Female,France,,0,Strongly agree,Strongly agree,5,6,3.25,3,0,.70056212
30,Male,Austria,1,1,Agree,Agree,10,10,1,9,1,.50349629
24,Male,UK,1,1,Disagree,Disagree,8,9,2.25,8,1,.56906515
30,Male,UK,0,1,Agree,Agree,7,7,2,8,1,.74943489
61,Male,Sweden,0,1,Strongly agree,Strongly agree,5,8,1,7,1,.79703993
30,Male,Norway,,0,Disagree,Agree,4,6,3.25,4,1,.88870299
25,Female,UK,0,1,Strongly agree,Agree,6,5,3.5,3,0,.5897181
54,Female,Germany,,0,Strongly agree,Strongly agree,8,1,1,3,0,.97993594
56,Female,Netherlands,0,1,Strongly agree,Strongly agree,6,4,1.75,1,0,.75680083
55,Male,Finland,1,1,,Strongly agree,2,4,2.25,6,1,.57709634
49,Female,Portugal,,0,Strongly agree,Strongly agree,10,10,3.25,0,0,.72172105
42,Female,Netherlands,0,1,Strongly agree,Agree,8,3,4.5,2,0,.59788138
30,Male,UK,0,1,Strongly agree,Strongly agree,10,6,1.5,10,1,.68089414
58,Female,Czech Republic,0,1,Agree,Agree,0,1,2.5,2,0,.6666553
41,Female,France,,0,Strongly agree,Strongly agree,1,2,2,2,0,.50929207
35,Male,UK,1,1,Agree,Agree,5,6,2.75,4,1,.7129277
58,Female,Germany,0,1,Agree,Strongly agree,8,6,1.5,3,0,.69051397
48,Male,Netherlands,,0,Strongly agree,Strongly agree,7,7,1.5,8,1,.96195626
52,Female,Germany,0,1,Strongly agree,Disagree,2,2,4.25,3,0,.55862403
59,Male,Spain,0,1,Strongly agree,Strongly agree,6,7,1.25,4,1,.85460055
44,Male,Netherlands,0,1,Strongly agree,Disagree,8,8,1.5,10,1,.91646957
28,Female,USA,0,1,Strongly agree,Strongly disagree,0,1,5,2,0,.69043356
61,Female,France,,0,Strongly agree,Strongly agree,5,6,1.25,3,0,.85687506
33,Female,UK,0,1,Agree,Strongly agree,5,4,3.75,5,0,.88588285
